id,trail,section,difficulty,type,skill,question,correct,options,learningObjective,verseRef
"filemom-pro-fm-03-desafio-06","filemom","fm-03-desafio","profundezas","connect","interpret","Qual elo de sentido une o trecho de Desafio: Graça que reconcilia ao insight?","Graça","a:Graça | b:Revise | c:intercessão","Conectar Desafio: Graça que reconcilia ao restante da leitura.","Desafio: Graça que reconcilia"
"filemom-pro-fm-03-desafio-07","filemom","fm-03-desafio","profundezas","tap","interpret","Revisão: em Desafio: Graça que reconcilia, qual trecho sustenta a ideia de revise?","Revise a intercessão de Paulo e a nova","a:Revise a intercessão de Paulo e a nova | b:a intercessão de Paulo | c:Paulo e a nova","Filemom 1","Desafio: Graça que reconcilia"
"filemom-pro-fm-03-desafio-08","filemom","fm-03-desafio","profundezas","order","interpret","Revisão: qual sequência revela o sentido de Desafio: Graça que reconcilia?","a → b → c","a:Revise a intercessão de | b:Paulo e a nova | c:relação criada pelo evangelho.","Ordenar o fluxo de Desafio: Graça que reconcilia.","Desafio: Graça que reconcilia"
"cartas-gerais-sem-cg-01-01","cartas-gerais","cg-01","semente","true_false","observe","O trecho afirma: Estas cartas falam a igrejas e crentes em muitos lugares.","true","true:Verdadeiro | false:Falso","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-sem-cg-01-02","cartas-gerais","cg-01","semente","tap","observe","Em Uma fe que se espalha, toque o trecho que menciona estas?","Elas chamam o povo de Deus a perseverar em uma fe viva","a:Elas chamam o povo de Deus a perseverar em uma fe viva | b:cartas falam a igrejas | c:a igrejas e crentes","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-sem-cg-01-03","cartas-gerais","cg-01","semente","choice","observe","O que Uma fe que se espalha diz de forma explícita?","Estas cartas falam a igrejas e crentes em muitos lugares","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Estas cartas falam a igrejas e crentes em muitos lugares","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-sem-cg-01-04","cartas-gerais","cg-01","semente","order","observe","Qual a ordem dos fatos em Uma fe que se espalha?","a → b → c","a:Estas cartas falam a igrejas e crentes | b:em muitos lugares. Elas chamam o povo | c:de Deus a perseverar em uma fe viva.","Ordenar o fluxo de Uma fe que se espalha.","Uma fe que se espalha"
"cartas-gerais-sem-cg-01-05","cartas-gerais","cg-01","semente","complete","observe","Qual palavra o texto usa em Uma fe que se espalha ao falar de Que?","Estas","a:Estas | b:cartas | c:falam","Completar com precisão o texto de Uma fe que se espalha.","Uma fe que se espalha"
"cartas-gerais-sem-cg-01-06","cartas-gerais","cg-01","semente","connect","observe","Qual ideia une o trecho de Uma fe que se espalha ao insight da missão?","Que","a:Que | b:Estas | c:cartas","Conectar Uma fe que se espalha ao restante da leitura.","Uma fe que se espalha"
"cartas-gerais-cam-cg-01-01","cartas-gerais","cg-01","caminhada","true_false","understand","Em Uma fe que se espalha, o relato comunica que estas cartas falam a igrejas e crentes em muitos lugares.","true","true:Verdadeiro | false:Falso","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-cam-cg-01-02","cartas-gerais","cg-01","caminhada","tap","understand","Em Uma fe que se espalha, qual trecho fala da estas?","Elas chamam o povo de Deus a perseverar em uma fe viva","a:Elas chamam o povo de Deus a perseverar em uma fe viva | b:cartas falam a igrejas | c:a igrejas e crentes","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-cam-cg-01-03","cartas-gerais","cg-01","caminhada","choice","understand","Qual relação Uma fe que se espalha estabelece em torno de Que?","Estas cartas falam a igrejas e crentes em muitos lugares","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:Estas cartas falam a igrejas e crentes em muitos lugares","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-cam-cg-01-04","cartas-gerais","cg-01","caminhada","order","understand","Como se encadeiam os eventos de Uma fe que se espalha?","a → b → c","a:Estas cartas falam a igrejas e crentes | b:em muitos lugares. Elas chamam o povo | c:de Deus a perseverar em uma fe viva.","Ordenar o fluxo de Uma fe que se espalha.","Uma fe que se espalha"
"cartas-gerais-cam-cg-01-05","cartas-gerais","cg-01","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Uma fe que se espalha sobre Que?","Estas","a:Estas | b:cartas | c:falam","Completar com precisão o texto de Uma fe que se espalha.","Uma fe que se espalha"
"cartas-gerais-cam-cg-01-06","cartas-gerais","cg-01","caminhada","connect","understand","O que relaciona o trecho de Uma fe que se espalha ao insight da missão?","Que","a:Que | b:Estas | c:cartas","Conectar Uma fe que se espalha ao restante da leitura.","Uma fe que se espalha"
"cartas-gerais-pro-cg-01-01","cartas-gerais","cg-01","profundezas","true_false","interpret","Uma fe que se espalha sustenta que as cartas gerais receberam esse nome por nao serem dirigidas somente a uma cidade especifica.","true","true:Verdadeiro | false:Falso","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-pro-cg-01-02","cartas-gerais","cg-01","profundezas","tap","interpret","Em Uma fe que se espalha, qual trecho sustenta a ideia de estas?","Elas chamam o povo de Deus a perseverar em uma fe viva","a:Elas chamam o povo de Deus a perseverar em uma fe viva | b:cartas falam a igrejas | c:a igrejas e crentes","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-pro-cg-01-03","cartas-gerais","cg-01","profundezas","choice","interpret","O que se depreende de Uma fe que se espalha para a vida com Deus?","Estas cartas falam a igrejas e crentes em muitos lugares","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:Estas cartas falam a igrejas e crentes em muitos lugares","Conheca as cartas gerais","Uma fe que se espalha"
"cartas-gerais-pro-cg-01-04","cartas-gerais","cg-01","profundezas","order","interpret","Qual sequência revela o sentido de Uma fe que se espalha?","a → b → c","a:Estas cartas falam a igrejas e crentes | b:em muitos lugares. Elas chamam o povo | c:de Deus a perseverar em uma fe viva.","Ordenar o fluxo de Uma fe que se espalha.","Uma fe que se espalha"
"cartas-gerais-pro-cg-01-05","cartas-gerais","cg-01","profundezas","complete","interpret","Qual palavra completa Uma fe que se espalha (Que) com fidelidade ao tema?","Estas","a:Estas | b:cartas | c:falam","Completar com precisão o texto de Uma fe que se espalha.","Uma fe que se espalha"
"cartas-gerais-pro-cg-01-06","cartas-gerais","cg-01","profundezas","connect","interpret","Qual elo de sentido une o trecho de Uma fe que se espalha ao insight?","Que","a:Que | b:Estas | c:cartas","Conectar Uma fe que se espalha ao restante da leitura.","Uma fe que se espalha"
"cartas-gerais-sem-cg-02-01","cartas-gerais","cg-02","semente","true_false","observe","O trecho afirma: As cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e defesa da fe caminham juntos.","true","true:Verdadeiro | false:Falso","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-sem-cg-02-02","cartas-gerais","cg-02","semente","tap","observe","Em Fe que aparece na vida, toque o trecho que menciona cartas?","As cartas gerais unem doutrina e pratica","a:As cartas gerais unem doutrina e pratica | b:perseveranca e defesa da fe caminham juntos | c:unem doutrina e pratica","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-sem-cg-02-03","cartas-gerais","cg-02","semente","choice","observe","O que Fe que aparece na vida diz de forma explícita?","As cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e…","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:As cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e…","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-sem-cg-02-04","cartas-gerais","cg-02","semente","order","observe","Qual a ordem dos fatos em Fe que aparece na vida?","a → b → c","a:As cartas gerais unem doutrina | b:e pratica: verdade, santidade, amor, | c:perseveranca e defesa da fe caminham juntos.","Ordenar o fluxo de Fe que aparece na vida.","Fe que aparece na vida"
"cartas-gerais-sem-cg-02-05","cartas-gerais","cg-02","semente","complete","observe","Qual palavra o texto usa em Fe que aparece na vida ao falar de Que?","cartas","a:cartas | b:gerais | c:unem","Completar com precisão o texto de Fe que aparece na vida.","Fe que aparece na vida"
"cartas-gerais-sem-cg-02-06","cartas-gerais","cg-02","semente","connect","observe","Qual ideia une o trecho de Fe que aparece na vida ao insight da missão?","Que","a:Que | b:cartas | c:gerais","Conectar Fe que aparece na vida ao restante da leitura.","Fe que aparece na vida"
"cartas-gerais-cam-cg-02-01","cartas-gerais","cg-02","caminhada","true_false","understand","Em Fe que aparece na vida, o relato comunica que as cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e defesa…?","true","true:Verdadeiro | false:Falso","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-cam-cg-02-02","cartas-gerais","cg-02","caminhada","tap","understand","Em Fe que aparece na vida, qual trecho fala da cartas?","As cartas gerais unem doutrina e pratica","a:As cartas gerais unem doutrina e pratica | b:perseveranca e defesa da fe caminham juntos | c:unem doutrina e pratica","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-cam-cg-02-03","cartas-gerais","cg-02","caminhada","choice","understand","Qual relação Fe que aparece na vida estabelece em torno de Que?","As cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e…","a:O foco é exclusivamente genealógico, sem mensagem | b:A cena cancela promessas anteriores sem motivo | c:O relato trata só de curiosidade histórica | d:As cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e…","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-cam-cg-02-04","cartas-gerais","cg-02","caminhada","order","understand","Como se encadeiam os eventos de Fe que aparece na vida?","a → b → c","a:As cartas gerais unem doutrina | b:e pratica: verdade, santidade, amor, | c:perseveranca e defesa da fe caminham juntos.","Ordenar o fluxo de Fe que aparece na vida.","Fe que aparece na vida"
"cartas-gerais-cam-cg-02-05","cartas-gerais","cg-02","caminhada","complete","understand","Qual palavra completa o sentido do trecho de Fe que aparece na vida sobre Que?","cartas","a:cartas | b:gerais | c:unem","Completar com precisão o texto de Fe que aparece na vida.","Fe que aparece na vida"
"cartas-gerais-cam-cg-02-06","cartas-gerais","cg-02","caminhada","connect","understand","O que relaciona o trecho de Fe que aparece na vida ao insight da missão?","Que","a:Que | b:cartas | c:gerais","Conectar Fe que aparece na vida ao restante da leitura.","Fe que aparece na vida"
"cartas-gerais-pro-cg-02-01","cartas-gerais","cg-02","profundezas","true_false","interpret","Fe que aparece na vida sustenta que tiago resume um tema recorrente nas cartas gerais: a verdade recebida transforma atitudes, palavras,…?","true","true:Verdadeiro | false:Falso","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-pro-cg-02-02","cartas-gerais","cg-02","profundezas","tap","interpret","Em Fe que aparece na vida, qual trecho sustenta a ideia de cartas?","As cartas gerais unem doutrina e pratica","a:As cartas gerais unem doutrina e pratica | b:perseveranca e defesa da fe caminham juntos | c:unem doutrina e pratica","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-pro-cg-02-03","cartas-gerais","cg-02","profundezas","choice","interpret","O que se depreende de Fe que aparece na vida para a vida com Deus?","As cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e…","a:A aplicação principal contradiz o enunciado do versículo | b:O tema central é apenas memorização de nomes | c:Não há implicação teológica ou prática legítima | d:As cartas gerais unem doutrina e pratica: verdade, santidade, amor, perseveranca e…","Os grandes temas","Fe que aparece na vida"
"cartas-gerais-pro-cg-02-04","cartas-gerais","cg-02","profundezas","order","interpret","Qual sequência revela o sentido de Fe que aparece na vida?","a → b → c","a:As cartas gerais unem doutrina | b:e pratica: verdade, santidade, amor, | c:perseveranca e defesa da fe caminham juntos.","Ordenar o fluxo de Fe que aparece na vida.","Fe que aparece na vida"
"cartas-gerais-pro-cg-02-05","cartas-gerais","cg-02","profundezas","complete","interpret","Qual palavra completa Fe que aparece na vida (Que) com fidelidade ao tema?","cartas","a:cartas | b:gerais | c:unem","Completar com precisão o texto de Fe que aparece na vida.","Fe que aparece na vida"
"cartas-gerais-pro-cg-02-06","cartas-gerais","cg-02","profundezas","connect","interpret","Qual elo de sentido une o trecho de Fe que aparece na vida ao insight?","Que","a:Que | b:cartas | c:gerais","Conectar Fe que aparece na vida ao restante da leitura.","Fe que aparece na vida"
"cartas-gerais-sem-cg-boss-01","cartas-gerais","cg-boss","semente","true_false","observe","O trecho afirma: Revise a identidade do povo de Deus e a fe que se torna visivel em uma vida santa.","true","true:Verdadeiro | false:Falso","Guarde os temas principais","Revisao: Cartas Gerais"
"cartas-gerais-sem-cg-boss-02","cartas-gerais","cg-boss","semente","tap","observe","Em Revisao: Cartas Gerais, toque o trecho que menciona revise?","Revise a identidade do povo de Deus e","a:Revise a identidade do povo de Deus e | b:a identidade do povo | c:do povo de Deus","Guarde os temas principais","Revisao: Cartas Gerais"
"cartas-gerais-sem-cg-boss-03","cartas-gerais","cg-boss","semente","choice","observe","O que Revisao: Cartas Gerais diz de forma explícita?","Revise a identidade do povo de Deus e a fe que se torna visivel em uma vida santa","a:Uma prática ritual posterior ao relato | b:Um lugar mencionado apenas em profecia | c:Um tema de carta do Novo Testamento | d:Revise a identidade do povo de Deus e a fe que se torna visivel em uma vida santa","Guarde os temas principais","Revisao: Cartas Gerais"
